Genome ID,GenBank Accession,Species,Subtype,Genome Status,Strain/Isolate,Collection Date,Isolation Country,Used in analysis?
11069.1617,JF937647,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.1618,JF937648,Dengue virus,3,Complete,-,2010,Nicaragua,Yes
11069.1619,JF937652,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.163,KU216208,Dengue virus,3,Complete,-,2013-11-11,India,Yes
11069.164,KU216209,Dengue virus,3,Complete,-,2013-11-11,India,Yes
11069.1722,GQ868546,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1723,GQ868547,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1724,GQ868548,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1725,GQ868571,Dengue virus,3,Complete,-,2002,Colombia,Yes
11069.1726,GQ868572,Dengue virus,3,Complete,-,2003,Colombia,Yes
11069.1727,GQ868573,Dengue virus,3,Complete,-,2003,Colombia,Yes
11069.1728,GQ868575,Dengue virus,3,Complete,-,2004,Colombia,Yes
11069.1729,GQ868574,Dengue virus,3,Complete,-,2003,Colombia,Yes
11069.1730,GQ868576,Dengue virus,3,Complete,-,2005,Colombia,Yes
11069.1731,GQ868577,Dengue virus,3,Complete,-,2005,Colombia,Yes
11069.1732,GQ868578,Dengue virus,3,Complete,-,2007,Colombia,Yes
11069.1733,GQ868586,Dengue virus,3,Complete,-,2007,Venezuela,Yes
11069.1734,GQ868587,Dengue virus,3,Complete,-,2007,Venezuela,Yes
11069.1735,GQ868593,Dengue virus,3,Complete,-,1973,Thailand,Yes
11069.1736,GQ868616,Dengue virus,3,Complete,-,2001,Saint Lucia,Yes
11069.1737,GQ868617,Dengue virus,3,Complete,-,2002,Trinidad and Tobago,Yes
11069.1738,GQ868626,Dengue virus,3,Complete,-,2001,Cambodia,Yes
11069.1739,GQ868627,Dengue virus,3,Complete,-,2002,Cambodia,Yes
11069.1740,GQ868628,Dengue virus,3,Complete,-,2005,Cambodia,Yes
11069.1741,GQ868629,Dengue virus,3,Complete,-,2005,Cambodia,Yes
11069.1742,GQ868634,Dengue virus,3,Complete,-,2006,Cambodia,Yes
11069.1753,GU131844,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1754,GU131845,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1755,GU131846,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1756,GU131847,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1757,GU131848,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1758,GU131849,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1759,GU131850,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1760,GU131851,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1761,GU131852,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1762,GU131853,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1763,GU131854,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1764,GU131855,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1765,GU131856,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1766,GU131857,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1767,GU131858,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1768,GU131859,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1769,GU131860,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1770,GU131861,Dengue virus,3,Complete,-,2007,Brazil,Yes
11069.1771,GU131862,Dengue virus,3,Complete,-,2007,Brazil,Yes
11069.1772,GU131865,Dengue virus,3,Complete,-,2006,Brazil,Yes
11069.1773,GU131866,Dengue virus,3,Complete,-,2007,Brazil,Yes
11069.1774,GU131867,Dengue virus,3,Complete,-,2007,Brazil,Yes
11069.1775,GU131868,Dengue virus,3,Complete,-,2007,Brazil,Yes
11069.1776,GU131869,Dengue virus,3,Complete,-,2007,Brazil,Yes
11069.1777,GU131871,Dengue virus,3,Complete,-,2007,Brazil,Yes
11069.1778,GU131870,Dengue virus,3,Complete,-,2007,Brazil,Yes
11069.1779,GU131872,Dengue virus,3,Complete,-,2007,Brazil,Yes
11069.1780,GU131873,Dengue virus,3,Complete,-,2007,Brazil,Yes
11069.1781,GU131874,Dengue virus,3,Complete,-,2007,Brazil,Yes
11069.1782,GU131875,Dengue virus,3,Complete,-,2007,Brazil,Yes
11069.1783,GU131876,Dengue virus,3,Complete,-,2007,Brazil,Yes
11069.1784,GU131877,Dengue virus,3,Complete,-,2007,Brazil,Yes
11069.1785,GU131878,Dengue virus,3,Complete,-,2007,Brazil,Yes
11069.1786,GU131903,Dengue virus,3,Complete,-,2008,Cambodia,Yes
11069.1787,GU131904,Dengue virus,3,Complete,-,2005,Cambodia,Yes
11069.1788,GU131905,Dengue virus,3,Complete,-,2008,Cambodia,Yes
11069.1789,GU131906,Dengue virus,3,Complete,-,2003,Cambodia,Yes
11069.1790,GU131907,Dengue virus,3,Complete,-,2006,Cambodia,Yes
11069.1791,GU131908,Dengue virus,3,Complete,-,2006,Cambodia,Yes
11069.1792,GU131909,Dengue virus,3,Complete,-,2006,Cambodia,Yes
11069.1793,GU131910,Dengue virus,3,Complete,-,2006,Cambodia,Yes
11069.1794,GU131911,Dengue virus,3,Complete,-,2006,Cambodia,Yes
11069.1795,GU131912,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1796,GU131913,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1797,GU131914,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1798,GU131915,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1799,GU131916,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1800,GU131917,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1801,GU131918,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1802,GU131933,Dengue virus,3,Complete,-,2006,Cambodia,Yes
11069.1803,GU131934,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1804,GU131935,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1805,GU131936,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1806,GU131937,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1807,GU131938,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1808,GU131939,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1809,GU131940,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1810,GU131941,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1811,GU131942,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1812,GU131943,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1813,GU131944,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1814,GU131945,Dengue virus,3,Complete,-,2007,Cambodia,Yes
11069.1815,GU131946,Dengue virus,3,Complete,-,2008,Cambodia,Yes
11069.1816,GU131950,Dengue virus,3,Complete,-,2001,Colombia,Yes
11069.1817,GU131951,Dengue virus,3,Complete,-,2003,Colombia,Yes
11069.1818,GU131952,Dengue virus,3,Complete,-,2003,Colombia,Yes
11069.1819,GU131953,Dengue virus,3,Complete,-,2004,Colombia,Yes
11069.1820,GU131954,Dengue virus,3,Complete,-,2006,Colombia,Yes
11069.2119,FJ205870,Dengue virus,3,Complete,DENV-3/US/BID-V1731/2003,2003,USA,Yes
11069.2120,FJ205871,Dengue virus,3,Complete,DENV-3/US/BID-V1733/1999,1999,USA,Yes
11069.214,KU509279,Dengue virus,3,Complete,DENV3-632,2008,Philippines,Yes
11069.215,KU509278,Dengue virus,3,Complete,DENV3-254,2007,Barbados,Yes
11069.2157,FJ373302,Dengue virus,3,Complete,DENV-3/US/BID-V1615/2004,2004,USA,Yes
11069.2158,FJ373303,Dengue virus,3,Complete,DENV-3/VE/BID-V1585/2001,2001,Venezuela,Yes
11069.2159,FJ373304,Dengue virus,3,Complete,DENV-3/VE/BID-V1590/2004,2004,Venezuela,Yes
11069.2160,FJ373306,Dengue virus,3,Complete,DENV-3/US/BID-V1478/2002,2002,USA,Yes
11069.217,KU509281,Dengue virus,3,Complete,DENV3-2994,2009,India,Yes
11069.218,KU509282,Dengue virus,3,Complete,DENV3-3140,2009,Senegal,Yes
11069.219,KU509283,Dengue virus,3,Complete,DENV3-3404,2006,Sri Lanka,Yes
11069.220,KU509284,Dengue virus,3,Complete,DENV3-3847,2008,Thailand,Yes
11069.221,KU509285,Dengue virus,3,Complete,DENV3-8561,2010,Thailand,No
11069.222,KU509286,Dengue virus,3,Complete,DENV3-9468,2011,India,Yes
11069.2336,FJ390372,Dengue virus,3,Complete,DENV-3/US/BID-V1730/2003,2003,USA,Yes
11069.2337,FJ390377,Dengue virus,3,Complete,DENV-3/US/BID-V1737/1999,1999,USA,Yes
11069.2338,FJ410178,Dengue virus,3,Complete,DENV-3/US/BID-V2120/2002,2002,USA,Yes
11069.2347,HM181934,Dengue virus,3,Complete,DENV-3/KH/BID-V3823/2006,2006,Cambodia,Yes
11069.2348,HM181935,Dengue virus,3,Complete,DENV-3/KH/BID-V3829/2007,2007,Cambodia,Yes
11069.2349,FJ432728,Dengue virus,3,Complete,DENV-3/VN/BID-V1783/2007,2007,Viet Nam,Yes
11069.2350,FJ432731,Dengue virus,3,Complete,DENV-3/VN/BID-V1786/2007,2007,Viet Nam,Yes
11069.2351,FJ432741,Dengue virus,3,Complete,DENV-3/VN/BID-V1810/2007,2007,Viet Nam,Yes
11069.2352,FJ432743,Dengue virus,3,Complete,DENV-3/VN/BID-V1817/2007,2007,Viet Nam,Yes
11069.2353,HM181972,Dengue virus,3,Complete,DENV-3/NI/BID-V4761/2009,2009,Nicaragua,Yes
11069.2354,HM181973,Dengue virus,3,Complete,DENV-3/NI/BID-V4778/2009,2009,Nicaragua,Yes
11069.2355,HM181974,Dengue virus,3,Complete,DENV-3/NI/BID-V4783/2009,2009,Nicaragua,Yes
11069.2356,HM181975,Dengue virus,3,Complete,DENV-3/NI/BID-V4788/2009,2009,Nicaragua,Yes
11069.2373,FJ461322,Dengue virus,3,Complete,DENV-3/VN/BID-V1874/2008,2008,Viet Nam,Yes
11069.2374,FJ461337,Dengue virus,3,Complete,DENV-3/VN/BID-V1946/2008,2008,Viet Nam,Yes
11069.2375,FJ461338,Dengue virus,3,Complete,DENV-3/VN/BID-V1953/2008,2008,Viet Nam,Yes
11069.247,FJ744700,Dengue virus,3,Complete,-,2001,Venezuela,Yes
11069.2476,FJ547066,Dengue virus,3,Complete,DENV-3/VN/BID-V1911/2008,2008,Viet Nam,Yes
11069.248,FJ744726,Dengue virus,3,Complete,-,2001,Thailand,Yes
11069.2480,FJ547070,Dengue virus,3,Complete,DENV-3/US/BID-V2099/1998,1998,USA,Yes
11069.2481,FJ547071,Dengue virus,3,Complete,DENV-3/US/BID-V2103/2000,2000,USA,Yes
11069.2482,FJ547073,Dengue virus,3,Complete,DENV-3/US/BID-V2107/2000,2000,USA,Yes
11069.2484,FJ547076,Dengue virus,3,Complete,DENV-3/US/BID-V2111/2000,2000,USA,Yes
11069.2487,FJ547080,Dengue virus,3,Complete,DENV-3/US/BID-V2115/2001,2001,USA,Yes
11069.2489,FJ547081,Dengue virus,3,Complete,DENV-3/US/BID-V2117/2001,2001,USA,Yes
11069.249,FJ744727,Dengue virus,3,Complete,-,2001,Thailand,Yes
11069.2491,FJ547083,Dengue virus,3,Complete,DENV-3/US/BID-V2119/2002,2002,USA,Yes
11069.2493,JN000936,Dengue virus,3,Complete,DENV-3/NI/BID-V4739/2009,2009,Nicaragua,Yes
11069.2494,FJ562097,Dengue virus,3,Complete,DENV-3/VN/BID-V1790/2007,2007,Viet Nam,Yes
11069.2495,FJ562099,Dengue virus,3,Complete,DENV-3/VN/BID-V1815/2007,2007,Viet Nam,Yes
11069.2496,JN000938,Dengue virus,3,Complete,DENV-3/NI/BID-V5491/2010,2010,Nicaragua,Yes
11069.2497,FJ562103,Dengue virus,3,Complete,DENV-3/VN/BID-V1957/2008,2008,Viet Nam,Yes
11069.250,FJ744728,Dengue virus,3,Complete,-,2001,Thailand,Yes
11069.251,FJ744729,Dengue virus,3,Complete,-,2001,Thailand,Yes
11069.252,FJ744730,Dengue virus,3,Complete,-,2001,Thailand,Yes
11069.253,FJ744731,Dengue virus,3,Complete,-,2001,Thailand,Yes
11069.254,FJ744732,Dengue virus,3,Complete,-,2001,Thailand,Yes
11069.255,FJ744733,Dengue virus,3,Complete,-,2001,Thailand,Yes
11069.256,FJ744734,Dengue virus,3,Complete,-,2001,Thailand,Yes
11069.2567,FJ639713,Dengue virus,3,Complete,DENV-3/KH/BID-V2051/2007,2007,Cambodia,Yes
11069.2568,FJ639714,Dengue virus,3,Complete,DENV-3/KH/BID-V2052/2007,2007,Cambodia,Yes
11069.2569,FJ639715,Dengue virus,3,Complete,DENV-3/KH/BID-V2053/2008,2008,Cambodia,Yes
11069.257,FJ744735,Dengue virus,3,Complete,-,2001,Thailand,Yes
11069.2570,FJ639719,Dengue virus,3,Complete,DENV-3/KH/BID-V2071/2000,2000,Cambodia,Yes
11069.2571,FJ639721,Dengue virus,3,Complete,DENV-3/KH/BID-V2078/2002,2002,Cambodia,Yes
11069.2572,FJ639723,Dengue virus,3,Complete,DENV-3/KH/BID-V2080/2003,2003,Cambodia,Yes
11069.2573,FJ639725,Dengue virus,3,Complete,DENV-3/KH/BID-V2082/2003,2003,Cambodia,Yes
11069.2574,FJ639726,Dengue virus,3,Complete,DENV-3/KH/BID-V2083/2004,2004,Cambodia,Yes
11069.2575,FJ639727,Dengue virus,3,Complete,DENV-3/KH/BID-V2086/2005,2005,Cambodia,Yes
11069.2576,FJ639728,Dengue virus,3,Complete,DENV-3/KH/BID-V2088/2005,2005,Cambodia,Yes
11069.2577,FJ639729,Dengue virus,3,Complete,DENV-3/KH/BID-V2089/2006,2006,Cambodia,Yes
11069.2578,FJ639730,Dengue virus,3,Complete,DENV-3/KH/BID-V2090/2006,2006,Cambodia,Yes
11069.2579,FJ639749,Dengue virus,3,Complete,DENV-3/VE/BID-V2178/2000,2000,Venezuela,Yes
11069.258,FJ744736,Dengue virus,3,Complete,-,2001,Thailand,Yes
11069.2580,FJ639753,Dengue virus,3,Complete,DENV-3/VE/BID-V2182/2001,2001,Venezuela,Yes
11069.2581,FJ639755,Dengue virus,3,Complete,DENV-3/VE/BID-V2184/2001,2001,Venezuela,Yes
11069.2582,FJ639756,Dengue virus,3,Complete,DENV-3/VE/BID-V2185/2001,2001,Venezuela,Yes
11069.2583,FJ639757,Dengue virus,3,Complete,DENV-3/VE/BID-V2187/2001,2001,Venezuela,Yes
11069.2584,FJ639759,Dengue virus,3,Complete,DENV-3/VE/BID-V2189/2001,2001,Venezuela,Yes
11069.2585,FJ639763,Dengue virus,3,Complete,DENV-3/VE/BID-V2193/2001,2001,Venezuela,Yes
11069.2586,FJ639765,Dengue virus,3,Complete,DENV-3/VE/BID-V2195/2001,2001,Venezuela,Yes
11069.2587,FJ639767,Dengue virus,3,Complete,DENV-3/VE/BID-V2197/2001,2001,Venezuela,Yes
11069.2588,FJ639770,Dengue virus,3,Complete,DENV-3/VE/BID-V2203/2001,2001,Venezuela,Yes
11069.2589,FJ639772,Dengue virus,3,Complete,DENV-3/VE/BID-V2205/2007,2007,Venezuela,Yes
11069.259,FJ744737,Dengue virus,3,Complete,-,2001,Thailand,Yes
11069.2592,FJ639778,Dengue virus,3,Complete,DENV-3/VE/BID-V2211/2002,2002,Venezuela,Yes
11069.2594,FJ639779,Dengue virus,3,Complete,DENV-3/VE/BID-V2212/2003,2003,Venezuela,Yes
11069.2597,FJ639781,Dengue virus,3,Complete,DENV-3/VE/BID-V2214/2003,2003,Venezuela,Yes
11069.2599,FJ639785,Dengue virus,3,Complete,DENV-3/VE/BID-V2218/2003,2003,Venezuela,Yes
11069.260,FJ744738,Dengue virus,3,Complete,-,2001,Thailand,Yes
11069.2600,KJ737429,Dengue virus,3,Complete,C0360/94,1994,Thailand,Yes
11069.2601,KJ737430,Dengue virus,3,Complete,D83-144,1983,Thailand,Yes
11069.2602,FJ639786,Dengue virus,3,Complete,DENV-3/VE/BID-V2219/2003,2003,Venezuela,Yes
11069.2604,FJ639790,Dengue virus,3,Complete,DENV-3/VE/BID-V2223/2004,2004,Venezuela,Yes
11069.2606,FJ639792,Dengue virus,3,Complete,DENV-3/VE/BID-V2225/2004,2004,Venezuela,Yes
11069.261,FJ744740,Dengue virus,3,Complete,-,2001,Thailand,Yes
11069.2612,FJ639798,Dengue virus,3,Complete,DENV-3/VE/BID-V2231/2004,2004,Venezuela,Yes
11069.2614,FJ639801,Dengue virus,3,Complete,DENV-3/VE/BID-V2234/2004,2004,Venezuela,Yes
11069.2617,FJ639803,Dengue virus,3,Complete,DENV-3/VE/BID-V2239/2005,2005,Venezuela,Yes
11069.2618,FJ639807,Dengue virus,3,Complete,DENV-3/VE/BID-V2244/2005,2005,Venezuela,Yes
11069.2619,FJ639810,Dengue virus,3,Complete,DENV-3/VE/BID-V2247/2005,2005,Venezuela,Yes
11069.262,FJ744739,Dengue virus,3,Complete,-,2001,Thailand,Yes
11069.2620,FJ639816,Dengue virus,3,Complete,DENV-3/VE/BID-V2256/2005,2005,Venezuela,Yes
11069.2621,FJ639817,Dengue virus,3,Complete,DENV-3/VE/BID-V2257/2006,2006,Venezuela,Yes
11069.2622,FJ639825,Dengue virus,3,Complete,DENV-3/VE/BID-V2266/2006,2006,Venezuela,Yes
11069.2623,FJ639826,Dengue virus,3,Complete,DENV-3/VE/BID-V2267/2008,2008,Venezuela,Yes
11069.2624,FJ639827,Dengue virus,3,Complete,DENV-3/VE/BID-V2268/2008,2008,Venezuela,Yes
11069.2625,JN093513,Dengue virus,3,Complete,DENV-3/NI/BID-V5488/2010,2010,Nicaragua,Yes
11069.2626,JN093514,Dengue virus,3,Complete,DENV-3/NI/BID-V4754/2009,2009,Nicaragua,Yes
11069.2627,FJ687448,Dengue virus,3,Complete,DENV-3/TH/BID-V2318/2001,2001,Thailand,Yes
11069.2633,JN183884,Dengue virus,3,Complete,DENV-3/NI/BID-V4782/2009,2009,Nicaragua,Yes
11069.2687,JX669489,Dengue virus,3,Complete,101905/BR-PE/03,2003,Brazil,Yes
11069.2688,JX669490,Dengue virus,3,Complete,85469/BR-PE/02,2002,Brazil,Yes
11069.2689,JX669491,Dengue virus,3,Complete,81257/BR-PE/02,2002,Brazil,Yes
11069.269,AB189125,Dengue virus,3,Complete,98901403 DSS DV-3,-,Indonesia,Yes
11069.2692,JX669493,Dengue virus,3,Complete,339/BR-PE/05,2005,Brazil,Yes
11069.2694,JX669495,Dengue virus,3,Complete,145/BR-PE/04,2004,Brazil,Yes
11069.2695,JX669497,Dengue virus,3,Complete,255/BR-PE/05,2005,Brazil,Yes
11069.2696,JX669498,Dengue virus,3,Complete,129/BR-PE/04,2004,Brazil,Yes
11069.2697,JX669499,Dengue virus,3,Complete,161/BR-PE/04,2004,Brazil,Yes
11069.2698,JX669501,Dengue virus,3,Complete,263/BR-PE/05,2005,Brazil,Yes
11069.2699,JX669502,Dengue virus,3,Complete,283/BR-PE/05,2005,Brazil,Yes
11069.270,AB189127,Dengue virus,3,Complete,98901517 DHF DV-3,-,Indonesia,Yes
11069.2701,JX669503,Dengue virus,3,Complete,314/BR-PE/06,2005,Brazil,Yes
11069.2702,JX669504,Dengue virus,3,Complete,411/BR-PE/06,2006,Brazil,Yes
11069.2703,JX669505,Dengue virus,3,Complete,418/BR-PE/06,2006,Brazil,Yes
11069.2706,KF921916,Dengue virus,3,Complete,DENV-3/NI/BID-V4787/2009,2009,Nicaragua,Yes
11069.2707,JX669508,Dengue virus,3,Complete,424/BR-PE/06,2006,Brazil,Yes
11069.271,AB189126,Dengue virus,3,Complete,98901437 DSS DV-3,-,Indonesia,Yes
11069.272,AB189128,Dengue virus,3,Complete,98902890 DF DV-3,-,Indonesia,Yes
11069.2759,KM190937,Dengue virus,3,Complete,VIROAF7,1964,Philippines,Yes
11069.2777,KF954945,Dengue virus,3,Complete,13GDZSDV30A,2013-08-08,China,Yes
11069.2779,KF954946,Dengue virus,3,Complete,13GDZDVS30B,2013-08-08,China,Yes
11069.2785,KF954949,Dengue virus,3,Complete,13GDZDVS30E,2013-08-08,China,Yes
11069.279,HM631854,Dengue virus,3,Complete,-,2008,Cambodia,Yes
11069.2791,KF955332,Dengue virus,3,Complete,DENV-3/KH/BID-V2072/2000,2000,Cambodia,Yes
11069.2794,KF955333,Dengue virus,3,Complete,DENV-3/KH/BID-V2084/2005,2005,Cambodia,Yes
11069.280,HM631856,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.281,HM631858,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.282,HM631857,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.2823,KF955453,Dengue virus,3,Complete,DENV-3/VE/BID-V1589/37987.5,-,Venezuela,Yes
11069.2825,KF955456,Dengue virus,3,Complete,DENV-3/PR/BID-V1728/2006,2006,Puerto Rico,Yes
11069.2826,KF955457,Dengue virus,3,Complete,DENV-3/VN/BID-V1821/2007,2007,Viet Nam,Yes
11069.2827,KF955458,Dengue virus,3,Complete,DENV-3/VN/BID-V1876/2007,2007,Viet Nam,Yes
11069.2828,KF955462,Dengue virus,3,Complete,DENV-3/KH/BID-V2074/2001,2001,Cambodia,Yes
11069.2829,KF955465,Dengue virus,3,Complete,DENV-3/PR/BID-V2101/2000,2000,Puerto Rico,Yes
11069.283,HM631859,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.2831,KF955468,Dengue virus,3,Complete,DENV-3/PR/BID-V2116/2001,2001,Puerto Rico,Yes
11069.2834,KF955471,Dengue virus,3,Complete,DENV-3/VE/BID-V2236/2004,2004,Venezuela,Yes
11069.2835,KF955472,Dengue virus,3,Complete,DENV-3/VE/BID-V2238/2004,2004,Venezuela,Yes
11069.2836,KF955473,Dengue virus,3,Complete,DENV-3/BR/BID-V2383/2002,2002,Brazil,Yes
11069.2837,KF955474,Dengue virus,3,Complete,DENV-3/LK/BID-V2404/1989,1989,Sri Lanka,Yes
11069.2839,KF955477,Dengue virus,3,Complete,DENV-3/IN/BID-V2417/1984,1984,India,Yes
11069.284,HM631860,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.2840,KF955479,Dengue virus,3,Complete,DENV-3/VE/BID-V2456/2001,2001,Venezuela,Yes
11069.2844,KF955487,Dengue virus,3,Complete,DENV-3/VE/BID-V2580/2001,2001,Venezuela,Yes
11069.285,HM631861,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.2859,KF955505,Dengue virus,3,Complete,DENV-3/GD/BID-V3930/2002,2002,Grenada,Yes
11069.286,HM631862,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.287,HM631863,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.288,HM631864,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.2884,KF973476,Dengue virus,3,Complete,DENV-3/NI/BID-V7634/2011,2011,Nicaragua,Yes
11069.2886,KF973477,Dengue virus,3,Complete,DENV-3/NI/BID-V7637/2011,2011,Nicaragua,Yes
11069.2888,KF973478,Dengue virus,3,Complete,DENV-3/NI/BID-V7646/2012,2012,Nicaragua,Yes
11069.2889,KF973481,Dengue virus,3,Complete,DENV-3/NI/BID-V7662/2011,2011,Nicaragua,Yes
11069.289,HM631869,Dengue virus,3,Complete,-,2009,Nicaragua,Yes
11069.2890,KF973482,Dengue virus,3,Complete,DENV-3/NI/BID-V7663/2011,2011,Nicaragua,Yes
11069.2893,KF973487,Dengue virus,3,Complete,DENV-3/NI/BID-V7699/2011,2011,Nicaragua,Yes
11069.2907,EU482453,Dengue virus,3,Complete,DENV-3/VN/BID-V1009/2006,2006,Viet Nam,Yes
11069.2908,EU482454,Dengue virus,3,Complete,DENV-3/VN/BID-V1010/2006,2006,Viet Nam,Yes
11069.2909,EU482455,Dengue virus,3,Complete,DENV-3/VN/BID-V1011/2006,2006,Viet Nam,Yes
11069.2910,EU482457,Dengue virus,3,Complete,DENV-3/VN/BID-V1013/2006,2006,Viet Nam,Yes
11069.2921,EU482456,Dengue virus,3,Complete,DENV-3/VN/BID-V1012/2006,2006,Viet Nam,Yes
11069.2934,EU482555,Dengue virus,3,Complete,DENV-3/US/BID-V1043/2006,2006,USA,Yes
11069.2935,EU482563,Dengue virus,3,Complete,DENV-3/US/BID-V1075/1998,1998,USA,Yes
11069.2936,EU482564,Dengue virus,3,Complete,DENV-3/US/BID-V1078/2003,2003,USA,Yes
11069.2937,EU482566,Dengue virus,3,Complete,DENV-3/US/BID-V1088/1998,1998,USA,Yes
11069.2938,EU482596,Dengue virus,3,Complete,DENV-3/US/BID-V859/1998,1998,USA,Yes
11069.2939,EU482612,Dengue virus,3,Complete,DENV-3/VE/BID-V904/2001,2001,Venezuela,Yes
11069.2940,EU482613,Dengue virus,3,Complete,DENV-3/VE/BID-V906/2001,2001,Venezuela,Yes
11069.2965,GU363549,Dengue virus,3,Complete,GZ1D3,2009-08-06,China,Yes
11069.2970,KJ189257,Dengue virus,3,Complete,DENV-3/PE/BID-V6159/2004,2004,Peru,Yes
11069.2971,KJ189258,Dengue virus,3,Complete,DENV-3/PE/BID-V6167/2002,2002,Peru,Yes
11069.2972,KJ189259,Dengue virus,3,Complete,DENV-3/PE/BID-V6168/2002,2002,Peru,Yes
11069.2973,KJ189260,Dengue virus,3,Complete,DENV-3/PE/BID-V6170/2002,2002,Peru,Yes
11069.2974,KJ189261,Dengue virus,3,Complete,DENV-3/PE/BID-V6263/2008,2008,Peru,Yes
11069.2975,KJ189262,Dengue virus,3,Complete,DENV-3/PE/BID-V7041/2004,2004,Peru,Yes
11069.2976,KJ189263,Dengue virus,3,Complete,DENV-3/PE/BID-V7042/2004,2004,Peru,Yes
11069.2977,KJ189264,Dengue virus,3,Complete,DENV-3/PE/BID-V7043/2004,2004,Peru,Yes
11069.2978,KJ189266,Dengue virus,3,Complete,DENV-3/PE/BID-V7048/2004,2004,Peru,Yes
11069.2979,KJ189267,Dengue virus,3,Complete,DENV-3/PE/BID-V7050/2007,2007,Peru,Yes
11069.2980,KJ189270,Dengue virus,3,Complete,DENV-3/PE/BID-V7053/2007,2007,Peru,Yes
11069.2981,KJ189273,Dengue virus,3,Complete,DENV-3/PE/BID-V7057/2007,2007,Peru,Yes
11069.2982,KJ189274,Dengue virus,3,Complete,DENV-3/PE/BID-V7058/2007,2007,Peru,Yes
11069.2983,KJ189275,Dengue virus,3,Complete,DENV-3/PE/BID-V7059/2007,2007,Peru,Yes
11069.2984,KJ189276,Dengue virus,3,Complete,DENV-3/PE/BID-V7060/2007,2007,Peru,Yes
11069.2985,KJ189278,Dengue virus,3,Complete,DENV-3/PE/BID-V7062/2007,2007,Peru,Yes
11069.2986,KJ189279,Dengue virus,3,Complete,DENV-3/PE/BID-V7063/2007,2007,Peru,Yes
11069.2987,KJ189280,Dengue virus,3,Complete,DENV-3/PE/BID-V7064/2007,2007,Peru,Yes
11069.2988,KJ189281,Dengue virus,3,Complete,DENV-3/PE/BID-V7065/2007,2007,Peru,Yes
11069.2989,KJ189282,Dengue virus,3,Complete,DENV-3/PE/BID-V7066/2007,2007,Peru,Yes
11069.2990,KJ189283,Dengue virus,3,Complete,DENV-3/PE/BID-V7067/2007,2007,Peru,Yes
11069.2991,KJ189284,Dengue virus,3,Complete,DENV-3/PE/BID-V7068/2008,2008,Peru,Yes
11069.2992,KJ189285,Dengue virus,3,Complete,DENV-3/PE/BID-V7069/2008,2008,Peru,Yes
